id,title,url,date,body_text,image_captions,video_captions,text
10,New aid inspection system at Kerem Shalom crossing being tested.,https://www.bbc.com/news/live//world-middle-east-67653615/page/1,2023-12-09,"['The United Nations says the new system for inspecting aid for Gaza at the Kerem Shalom crossing is being tested.', 'Earlier this week, Israel said the crossing would be opened - but only for the inspection of aid lorries entering Gaza. Until now, aid trucks have been inspected at Nitzana - 25 miles (40km) south along the Egyptian-Israeli border - before travelling to Gaza via the Rafah crossing.', ""Under the new system, aid will still enter Gaza through the Rafah crossing - but the UN's World Food Programme says relief also needs to enter via Kerem Shalom to alleviate the desperate situation in Gaza."", ""The UN says there's enough food available in Egypt and Jordan to reach one million people in Gaza in a month."", 'Earlier this week, the UN\'s humanitarian coordinator warned there was ""no longer any humanitarian operation worthy of the name in southern Gaza.""']",['Lorries at the Kerem Shalom crossing in 2020.'],[],"['The United Nations says the new system for inspecting aid for Gaza at the Kerem Shalom crossing is being tested.', 'Earlier this week, Israel said the crossing would be opened - but only for the inspection of aid lorries entering Gaza. Until now, aid trucks have been inspected at Nitzana - 25 miles (40km) south along the Egyptian-Israeli border - before travelling to Gaza via the Rafah crossing.', ""Under the new system, aid will still enter Gaza through the Rafah crossing - but the UN's World Food Programme says relief also needs to enter via Kerem Shalom to alleviate the desperate situation in Gaza."", ""The UN says there's enough food available in Egypt and Jordan to reach one million people in Gaza in a month."", 'Earlier this week, the UN\'s humanitarian coordinator warned there was ""no longer any humanitarian operation worthy of the name in southern Gaza.""', 'Lorries at the Kerem Shalom crossing in 2020.']"
11,Israel accuses Hamas of using school and mosque to launch attacks.,https://www.bbc.com/news/live//world-middle-east-67653615/page/1,2023-12-09,"['Israel’s army has accused Hamas of using “civilian infrastructure” to launch its operations. It said the group had used an UNRWA school and a mosque in Beit Hanoun in northern Gaza to fire at its forces.', 'Juliette Touma, UNRWA’s director of communications, told the BBC she could not verify the claims because the area around it was “constantly bombed”, but reiterated that schools should be “protected at all times” and should “never be used for military or fighting purposes”.']",['Rockets have been seen fired from the Gaza Strip this week.'],[],"['Israel’s army has accused Hamas of using “civilian infrastructure” to launch its operations. It said the group had used an UNRWA school and a mosque in Beit Hanoun in northern Gaza to fire at its forces.', 'Juliette Touma, UNRWA’s director of communications, told the BBC she could not verify the claims because the area around it was “constantly bombed”, but reiterated that schools should be “protected at all times” and should “never be used for military or fighting purposes”.', 'Rockets have been seen fired from the Gaza Strip this week.']"
12,Five key points today.,https://www.bbc.com/news/live//world-middle-east-67653615/page/1,2023-12-09,"[""Let's revisit some of the main headlines of the last few hours:"", 'Medics      at Nasser Hospital in Khan Younis say they are overwhelmed as fighting continues      in the city in southern Gaza. The hospital boss told the BBC his team had ""lost      control"" as hundreds of dead and wounded people reached the facility.', 'Khan      Younis is surrounded on two fronts by Israeli tanks; the Israeli      military says it\'s fighting house to house and ""shaft to shaft"" -      a reference to tunnels allegedly used by its enemy, Hamas.', ""The      death of an Israeli hostage in Gaza has been confirmed by his kibbutz and a      hostages' group, following reports of a failed Israeli rescue mission. The      statement did not mention the cause of Sahar Baruch's death, but said      campaigners would demand the return of his body."", ""The Israeli military has confirmed ground fighting with Hamas has continued in multiple areas of northern Gaza , and that it's targeted Hezbollah targets in neighbouring Lebanon."", ""Reaction      continues to Friday's veto by the US of a resolution at the UN      Security Council that called for an immediate humanitarian ceasefire in      Gaza . The UK abstained in the vote.""]","['A man carries salvaged firewood in the southern Gaza Strip.', 'The death of hostage Sahar Baruch, 25, has been confirmed.']",[],"[""Let's revisit some of the main headlines of the last few hours:"", 'Medics      at Nasser Hospital in Khan Younis say they are overwhelmed as fighting continues      in the city in southern Gaza. The hospital boss told the BBC his team had ""lost      control"" as hundreds of dead and wounded people reached the facility.', 'Khan      Younis is surrounded on two fronts by Israeli tanks; the Israeli      military says it\'s fighting house to house and ""shaft to shaft"" -      a reference to tunnels allegedly used by its enemy, Hamas.', ""The      death of an Israeli hostage in Gaza has been confirmed by his kibbutz and a      hostages' group, following reports of a failed Israeli rescue mission. The      statement did not mention the cause of Sahar Baruch's death, but said      campaigners would demand the return of his body."", ""The Israeli military has confirmed ground fighting with Hamas has continued in multiple areas of northern Gaza , and that it's targeted Hezbollah targets in neighbouring Lebanon."", ""Reaction      continues to Friday's veto by the US of a resolution at the UN      Security Council that called for an immediate humanitarian ceasefire in      Gaza . The UK abstained in the vote."", 'A man carries salvaged firewood in the southern Gaza Strip.', 'The death of hostage Sahar Baruch, 25, has been confirmed.']"
13,Nasser Hospital doctor 'helpless' as family hopes to flee.,https://www.bbc.com/news/live//world-middle-east-67653615/page/1,2023-12-09,"['Dr Ahmed Moghrabi is the head of the plastic surgery and burns unit at Nasser Hospital, which Rushdi mentioned in his post below.', 'He spoke to the BBC after finishing work late on Friday night and fought back tears as he described the toll of the last few weeks on him and his family. ""Yesterday I spoke with my wife (about) if we could just flee and leave all this behind us... Because I couldn\'t stand more.""', 'He went on: ""My wife, my children, they don\'t want to stay here because of these sounds of executions.', '""I have a daughter, three years old. She always asks me (for) some sweets, some apples, some fruits. I can\'t provide. I feel helpless.""', 'Only a few days ago on Wednesday, Dr Moghrabi spoke of a desperate situation - you can remind yourself of that interview below.']",[],"[""'I'm helpless' - Gaza doctor tells of desperate situation.""]","['Dr Ahmed Moghrabi is the head of the plastic surgery and burns unit at Nasser Hospital, which Rushdi mentioned in his post below.', 'He spoke to the BBC after finishing work late on Friday night and fought back tears as he described the toll of the last few weeks on him and his family. ""Yesterday I spoke with my wife (about) if we could just flee and leave all this behind us... Because I couldn\'t stand more.""', 'He went on: ""My wife, my children, they don\'t want to stay here because of these sounds of executions.', '""I have a daughter, three years old. She always asks me (for) some sweets, some apples, some fruits. I can\'t provide. I feel helpless.""', 'Only a few days ago on Wednesday, Dr Moghrabi spoke of a desperate situation - you can remind yourself of that interview below.', ""'I'm helpless' - Gaza doctor tells of desperate situation.""]"
14,Hospital director: We 'lost control' over numbers of dead and wounded.,https://www.bbc.com/news/live//world-middle-east-67653615/page/1,2023-12-09,"['I have just heard from the director of Nasser Hospital in Khan Younis, Nahed Abu Taima.', 'He told me: ""We lost control in the face of the large number of injured people arriving at the hospital.', '""Hundreds of wounded and martyrs arrive at the emergency department.', '""With the continued Israeli bombing of several areas in Khan Younis, we are forced to treat the injured on the ground and in the corridors of the departments in light of the lack of medical supplies.""']",[],[],"['I have just heard from the director of Nasser Hospital in Khan Younis, Nahed Abu Taima.', 'He told me: ""We lost control in the face of the large number of injured people arriving at the hospital.', '""Hundreds of wounded and martyrs arrive at the emergency department.', '""With the continued Israeli bombing of several areas in Khan Younis, we are forced to treat the injured on the ground and in the corridors of the departments in light of the lack of medical supplies.""']"
15,The status quo is smashed. The future is messy and dangerous.,https://www.bbc.com/news/live//world-middle-east-67653615/page/1,2023-12-09,"['At the end of the war that started on 7 October lies a big, unknown place called the future. The old status quo was dangerous and painful, especially for Palestinians living under Israeli occupation – but it was familiar.', 'Then, after 7 October, it was smashed by the Hamas attacks, and Israel’s response.', 'For more than a century, Jews and Arabs have been confronting each other - and sometimes going to war - over the small, highly coveted piece of land between the River Jordan and the Mediterranean Sea.', 'Perhaps the safest, saddest bet is to assume that the conflict, reshaped, will go on. After all, that is what happened after every other Middle East war since 1948, when Israel won its independence.', 'But there are other options. Head to this piece to read what key figures, including Benjamin Netanyahu, Joe Biden and others, want to happen once the war is over.']",[],[],"['At the end of the war that started on 7 October lies a big, unknown place called the future. The old status quo was dangerous and painful, especially for Palestinians living under Israeli occupation – but it was familiar.', 'Then, after 7 October, it was smashed by the Hamas attacks, and Israel’s response.', 'For more than a century, Jews and Arabs have been confronting each other - and sometimes going to war - over the small, highly coveted piece of land between the River Jordan and the Mediterranean Sea.', 'Perhaps the safest, saddest bet is to assume that the conflict, reshaped, will go on. After all, that is what happened after every other Middle East war since 1948, when Israel won its independence.', 'But there are other options. Head to this piece to read what key figures, including Benjamin Netanyahu, Joe Biden and others, want to happen once the war is over.']"
16,Hostage death follows reports of failed Israeli rescue.,https://www.bbc.com/news/live//world-middle-east-67653615/page/1,2023-12-09,"[""As we just reported, the confirmation of Sahar Baruch's death comes a day after a video was released which was claimed by Hamas to show aftermath of a failed Israeli rescue operation ."", 'The footage - which has not been verified by the BBC - appeared to show a man speaking several weeks ago. Blood was seen on the floor - as well as military equipment, which Hamas claimed to have captured.', 'The video ended with gruesome images of a bloodied body, which appeared to be of the same hostage.', 'Israel said two of its soldiers were seriously injured in an attempt to rescue one of the hostages still being held in Gaza. A military spokesman said no hostage had been found but that a number of Hamas gunmen had been killed.', 'It was not clear if he was talking about the same incident described in the Hamas video, and the statement announcing Baruch’s death did not specify details.']",[],[],"[""As we just reported, the confirmation of Sahar Baruch's death comes a day after a video was released which was claimed by Hamas to show aftermath of a failed Israeli rescue operation ."", 'The footage - which has not been verified by the BBC - appeared to show a man speaking several weeks ago. Blood was seen on the floor - as well as military equipment, which Hamas claimed to have captured.', 'The video ended with gruesome images of a bloodied body, which appeared to be of the same hostage.', 'Israel said two of its soldiers were seriously injured in an attempt to rescue one of the hostages still being held in Gaza. A military spokesman said no hostage had been found but that a number of Hamas gunmen had been killed.', 'It was not clear if he was talking about the same incident described in the Hamas video, and the statement announcing Baruch’s death did not specify details.']"
17,"Israeli hostage, 25, confirmed killed in Gaza.",https://www.bbc.com/news/live//world-middle-east-67653615/page/1,2023-12-09,"['One of the Israelis being held hostage in the Gaza Strip, Sahar Baruch, 25, has been killed in the territory, his kibbutz and families of hostages said in a statement.', '“We will demand the return of his body as part of any hostages release deal. We won’t stop until everyone is home,” the statement said.', 'It comes after Hamas’s armed wing released a video on Friday which it said showed the bloody aftermath of a failed Israeli operation to free a hostage.']",[],[],"['One of the Israelis being held hostage in the Gaza Strip, Sahar Baruch, 25, has been killed in the territory, his kibbutz and families of hostages said in a statement.', '“We will demand the return of his body as part of any hostages release deal. We won’t stop until everyone is home,” the statement said.', 'It comes after Hamas’s armed wing released a video on Friday which it said showed the bloody aftermath of a failed Israeli operation to free a hostage.']"
18,Israeli tanks advancing on key Khan Younis road.,https://www.bbc.com/news/live//world-middle-east-67653615/page/1,2023-12-09,"['The second key area of the Israeli operation is the south, and Khan Younis.', 'This morning, about 50 people were killed in the middle and the south of the Gaza Strip. The health ministry, run by Hamas, says it can’t count the number of people killed in the north.', 'Khan Younis is surrounded by Israeli tanks from eastern and northern sides. The tanks are slowly moving towards the Jalal Street, which is one of the main streets that lead to the heart of the city.', 'And now most of the people who were displaced back on 13 October - from the north to Khan Younis - have to leave again to Rafah.', 'People keep talking to me about a map issued by the Israelis, giving warnings to civilians to move. They say they can’t understand the mechanism of this and where they should go.', 'Gaza humanitarian zone not humane, evacuees say.']",['Images published this morning showed buildings in the southern city on fire.'],[],"['The second key area of the Israeli operation is the south, and Khan Younis.', 'This morning, about 50 people were killed in the middle and the south of the Gaza Strip. The health ministry, run by Hamas, says it can’t count the number of people killed in the north.', 'Khan Younis is surrounded by Israeli tanks from eastern and northern sides. The tanks are slowly moving towards the Jalal Street, which is one of the main streets that lead to the heart of the city.', 'And now most of the people who were displaced back on 13 October - from the north to Khan Younis - have to leave again to Rafah.', 'People keep talking to me about a map issued by the Israelis, giving warnings to civilians to move. They say they can’t understand the mechanism of this and where they should go.', 'Gaza humanitarian zone not humane, evacuees say.', 'Images published this morning showed buildings in the southern city on fire.']"
19,Resident says no food and water in Jabalia for days.,https://www.bbc.com/news/live//world-middle-east-67653615/page/1,2023-12-09,"['The humanitarian situation in the Jabalia refugee camp in northern Gaza is extremely dire. For the last five days, tanks have surrounded the area from all directions. Thousands of people still remain inside the camp.', 'I received text messages this morning from a resident who was displaced and who moved to Jabalia. He said they had been without food and without water for the last five days.', 'Dozens of similar messages reached some local radio stations that operate in the southern Gaza Strip about the continuation of the Israeli raids on the Jabalia camp.', 'Islam Badr, an activist in the Jabalia camp, sent a voice message, saying: “It’s 08:00 on Saturday morning. The Israeli artillery continues its bombardment of the Jabalia camp.”.', 'We understand none of the aid allowed into Gaza has reached northern Gaza and Gaza City since the ceasefire.']",['Israeli troops operating in the Jabalia camp on Friday.'],[],"['The humanitarian situation in the Jabalia refugee camp in northern Gaza is extremely dire. For the last five days, tanks have surrounded the area from all directions. Thousands of people still remain inside the camp.', 'I received text messages this morning from a resident who was displaced and who moved to Jabalia. He said they had been without food and without water for the last five days.', 'Dozens of similar messages reached some local radio stations that operate in the southern Gaza Strip about the continuation of the Israeli raids on the Jabalia camp.', 'Islam Badr, an activist in the Jabalia camp, sent a voice message, saying: “It’s 08:00 on Saturday morning. The Israeli artillery continues its bombardment of the Jabalia camp.”.', 'We understand none of the aid allowed into Gaza has reached northern Gaza and Gaza City since the ceasefire.', 'Israeli troops operating in the Jabalia camp on Friday.']"
