article_id,article_title,article_date,sentence,category,voice,annotator
4350,14 Palestinians killed in clashes in West Bank city.,2023-11-09," According  to  the  UN,  this  year  more  than  400  Palestinians  -  both  militants  and  civilians  -  have  been  killed  by  Israeli  forces  or  settlers  in  the  West  Bank,  making  it  the  deadliest  there  since  the  UN  began  recording  Palestinian  fatalities  in  2005. ",palestine,PASSIVE,jan
248,"Gaza humanitarian situation gets desperate, Israel expected to start ground offensive.",2023-10-12," With  the  number  of  people  killed  by  Hamas  at  the  weekend  now  known  to  be  more  than  1,200,  that  mission  will  have  widespread  Israeli  public  support. ",israel,,jan
188,Two Palestinians killed in West Bank - Palestinian health ministry.,2023-10-12, Two  Palestinians  killed  in  West  Bank  -  Palestinian  health  ministry. ,palestine,ACTIVE,jan
188,Two Palestinians killed in West Bank - Palestinian health ministry.,2023-10-12, Palestinian  health  officials  say  two  men  have  been  killed  by  Israeli  settlers  in  the  occupied  West  Bank. ,palestine,PASSIVE,jan
188,Two Palestinians killed in West Bank - Palestinian health ministry.,2023-10-12, Witnesses  told  the  Reuters  news  agency  that  the  father  and  son  were  attending  the  funeral  of  four  men  killed  by  settlers  and  Israeli  soldiers  in  a  separate  incident  when  the  attackers  opened  fire  near  Nablus. ,palestine,,jan
2437,IDF investigating reported blast at UN school in Gaza.,2023-11-18," The  Hamas-run  health  ministry  in  Gaza  says  more  than  12,000  have  been  killed  in  the  territory  since  Israel  began  its  campaign  against  Hamas. ",palestine,PASSIVE,jan
827,"'We don't have time to cry', says teenager in voice note from Gaza.",2023-10-25, We  don't  have  the  time  to  mourn  our  beloved  because  others  are  being  killed. ,palestine,PASSIVE,jan
3282,Hamas-run authorities say homes bombed in Gaza City.,2023-11-08," The  Palestinian  news  agency,  Wafa,  says  ""dozens""  of  civilians  were  killed  by  strikes  in  Gaza  City  and  other  parts  of  the  Strip. ",palestine,PASSIVE,jan
2875,New blast reported in Jabalia area.,2023-11-01, The  Hamas-run  Interior  Ministry  in  Gaza  shared  pictures  on  Telegram  that  it  said  showed  emergency  responders  retrieving  dead  and  injured  people  from  the  al-Falluja  Martyrs  Roundabout  area. ,palestine,,jan
2875,New blast reported in Jabalia area.,2023-11-01, Gaza's  Hamas-run  health  ministry  says  dozens  of  people  have  been  killed. ,palestine,PASSIVE,jan
2304,UN says children drinking salty water in Gaza.,2023-10-30," “What  we’re  seeing  now  on  an  everyday  basis  is  that  children  are  being  killed,  children  are  being  wounded,  maimed,”  he  said. ",palestine,PASSIVE,jan
3383,What's the latest?,2023-10-19," Missing  Israelis:  A  British-Israeli  man,  Yonatan  Rapoport,  has  been  confirmed  killed  by  Hamas  in  the  attacks  on  7  October. ",israel,,jan
3383,What's the latest?,2023-10-19," This  morning,  a  grandmother  and  her  12-year-old  granddaughter  were  also  confirmed  dead. ",israel,,jan
3383,What's the latest?,2023-10-19, West            Bank:  The            Palestinian  ministry  of  health  says  six  people  have  been  killed  in  clashes            with  the  Israeli  military  in  Nur  Shams  in  the  occupied  West  Bank. ,palestine,PASSIVE,jan
4236,"I encouraged my son to attack Israel, says mother of militant from Lebanon camp.",2023-10-13," I've  come  here  to  meet  the  mother  of  one  of  the  militants  from  that  group,  who  crossed  into  Israel  on  Monday  and  was  killed  by  the  Israel  Defense  Forces. ",palestine,PASSIVE,jan
4236,"I encouraged my son to attack Israel, says mother of militant from Lebanon camp.",2023-10-13," Azab  Mousa,  45,  the  mother  of  an  Islamic  Jihad  attacker  killed  on  Monday. ",palestine,ACTIVE,jan
1379,"'Not only supplies, but hospital staff also exhausted'",2023-10-14," A  lot  of  them  have  either  been  killed  or  they  have  had  family  members  killed,  or  they're  trying  to  secure  their  families. ",palestine,PASSIVE,jan
1379,"'Not only supplies, but hospital staff also exhausted'",2023-10-14," ""  Another  plastic  surgeon  whom  he  knew  at  Shifa  Hospital,  Dr  Medhat  Saidam  is  among  those  killed,  reportedly  along  with  many  relatives  in  their  home. ",palestine,,jan
2748,Conflicting reports about number of babies evacuated from al-Shifa.,2023-11-19," ""But  unfortunately  one  baby  died  yesterday,  and  another  died  this  morning,  [so]  we  had  to  move  the  remaining  31  babies  to  the  Emirati  Hospital  in  the  southern  city  of  Rafah,""  she  explained. ",palestine,ACTIVE,jan
1113,The key developments of the day so far.,2023-11-04," Blinken  disagreed  ,  saying  it  would  allow  Hamas  to  ""regroup  and  repeat""  its  7  October  attacks,  in  which  it  killed  1,400  Israelis  and  kidnapped  more  than  200  others. ",israel,ACTIVE,jan
1113,The key developments of the day so far.,2023-11-04, The  Palestinian  Red  Crescent  said  overnight  that  15  people  were  killed  when  an  ambulance  was  hit  outside  the  Al-Shifa  hospital  -  Gaza  City's  biggest. ,palestine,PASSIVE,jan
1113,The key developments of the day so far.,2023-11-04," Up  to  20  people  are  reported  to  have  died,  the  agency  said  -  the  Israeli  military  says  it  is  looking  into  what  happened. ",palestine,,jan
2995,UNRWA chief asked if Gaza casualty numbers are credible.,2023-10-27," Lazzarini  explains  that  a  correlation  made  by  the  UN  compared  the  number  of  staff  they  have  in  Gaza  and  the  number  of  staff  killed  within  the  population,  and  the  total  population. ",palestine,ACTIVE,jan
360,Inside the Israeli border village where Hamas killed families in their homes.,2023-10-11, Inside  the  Israeli  border  village  where  Hamas  killed  families  in  their  homes. ,israel,ACTIVE,jan
360,Inside the Israeli border village where Hamas killed families in their homes.,2023-10-11," Jeremy  has  been  in  Kfar  Aza,  a  small  border  village  where  Israeli  soldiers  told  him  Hamas  had  stormed  in,  burning  homes  and  killing  families,  including  babies  in  their  bedrooms. ",israel,,jan
2184,What did we hear from the IDF's Daniel Hagari?,2023-10-31," Here’s  a  summary  of  what  he  said:  Israeli            fighter  jets  attacked  the  Jabalia  refugee  camp  in  Gaza,  resulting  in  senior            commander  Ibrahim  Biari  being  killed. ",palestine,PASSIVE,jan
2184,What did we hear from the IDF's Daniel Hagari?,2023-10-31, Several            other  Hamas  members  who  were  with  the  commander  in  the  building  and            underground  were  also  killed. ,palestine,PASSIVE,jan
2616,A look at where things stand.,2023-10-22, The  Al-Aqsa  Martyrs  hospital  in  central  Gaza  said  it  was  running  out  of  material  to  cover  the  dead  with  a  day  after  Israel  said  it  was  intensifying  air  strikes. ,palestine,,jan
3073,How two 4-year-olds were killed and social media denied it.,2023-10-26, How  two  4-year-olds  were  killed  and  social  media  denied  it. ,both,PASSIVE,jan
3073,How two 4-year-olds were killed and social media denied it.,2023-10-26," In  the  opening  days  of  the  Israel-Gaza  war  two  small  boys,  both  aged  four,  were  killed. ",both,PASSIVE,jan
3073,How two 4-year-olds were killed and social media denied it.,2023-10-26, Omer  Siman-Tov  and  Omar  Bilal  al-Banna  were  both  killed  in  the  Israel-Gaza  war. ,both,PASSIVE,jan
318,More detail on Gaza casualties.,2023-10-11," As  we  reported  earlier,  the  Hamas-run  Health  Ministry  in  Gaza  says  1,055  people  have  been  killed  in  the  Gaza  Strip  and  5,184  injured  since  Israel  began  its  air  strikes. ",palestine,PASSIVE,jan
318,More detail on Gaza casualties.,2023-10-11," Yesterday,  it  said  260  children  and  230  women  were  among  those  killed. ",palestine,,jan
318,More detail on Gaza casualties.,2023-10-11," It  also  said  six  medical  personnel  had  been  killed  and  another  15  injured,  and  that  eight  journalists  had  also  died. ",palestine,PASSIVE,jan
318,More detail on Gaza casualties.,2023-10-11, The  UN's  Palestinian  refugee  agency  says  nine  of  its  staff  have  been  killed  in  Gaza  since  Saturday. ,palestine,PASSIVE,jan
318,More detail on Gaza casualties.,2023-10-11," The  Committee  for  the  Protection  of  Journalists  is  collating  reports  of  journalists  that  have  been  killed,  injured  or  reported  missing  in  both  Israel  and  Gaza  -  it  lists  seven  reported  dead  in  Gaza. ",palestine,PASSIVE,jan
2564,What has Israel said about latest bombings?,2023-10-23," As  we've  just  reported,  Palestinian  officials  in  the  Hamas-run  health  ministry  say  more  than  430  people  have  been  killed  in  Gaza  since  yesterday  morning. ",palestine,PASSIVE,jan
4054,"Palestinian authorities say death toll in Gaza reaches 4,385.",2023-10-21," Gaza's  Hamas-run  health  ministry  says  at  least  4,385  people  have  been  killed  in  the  Strip  since  7  October. ",palestine,PASSIVE,jan
4327,"Craters, rubble and more damage on Day 35 of war.",2023-11-10," The  Hamas-run  health  ministry  in  Gaza  says  more  than  10,800  people  have  been  killed  in  Gaza  in  Israel's  retaliatory  strikes  launched  after  Hamas's  October  attack  on  Israel  killed  1,400  people. ",both,PASSIVE,jan
4136,UN chief's passionate plea for trucks to cross border.,2023-10-20," Israel  carried  out  another  hundred  air  strikes  on  the  Gaza  Strip  overnight,  saying  it  had  killed  yet  another  Hamas  leader. ",palestine,ACTIVE,jan
4209,What is the latest in Israel and Gaza?,2023-10-13," In  West  Bank  ,  which  is  ruled  by  Palestinian  Authority  but  under  Israeli  occupation,  clashes  followed  demonstrations  and  11  people  were  shot  dead  by  Israeli  soldiers. ",palestine,ACTIVE,jan
905,London doctor in Gaza City says supplies exhausted.,2023-10-24," Abu  Sittah  says  that  there  are  now  around  1700  to  1800  Palestinians  sheltering  at  the  hospital,  where  600  Palestinians  were  brought  in  dead  over  the  last  24  hours  ""and  three  times  as  many  wounded"". ",palestine,,jan
3051,Palestinians in the West Bank worry for family trapped in Gaza.,2023-10-26," ""Every  day  there  is  news  of  relatives  and  friends  who  are  killed.  "" ",palestine,PASSIVE,jan
2633,Catch up on the big developments of the day so far.,2023-10-22," Israeli  airstrikes  continue:  The  Hamas-run  health  ministry  in  Gaza  says  266  Palestinians  have  been  killed  in  the  last  24  hours  ,  including  117  children  . ",palestine,PASSIVE,jan
2633,Catch up on the big developments of the day so far.,2023-10-22," Overnight  air  strikes  in  Gaza  have  killed  ""dozens  of  terrorists""  ,  the  Israeli  military  says,  including  a  senior  Hamas  commander  . ",palestine,ACTIVE,jan
2633,Catch up on the big developments of the day so far.,2023-10-22," Yesterday,  it  vowed  to  step  up  the  intensity  of  its  bombing,  two  weeks  on  from  Hamas'  initial  attack  that  killed  1,400  Israelis. ",israel,ACTIVE,jan
3829,"More than 1,000 people under rubble in Gaza, says official.",2023-10-16," At  least  2,750  Palestinians  have  been  killed  and  9,700  wounded  since  7  October  in  Gaza,  according  to  the  Hamas-run  health  ministry  in  Gaza. ",palestine,PASSIVE,jan
3829,"More than 1,000 people under rubble in Gaza, says official.",2023-10-16," And  in  the  Israeli-occupied  West  Bank,  the  Palestinian  Authority's  health  ministry  said  that  58  people  had  been  killed  and  more  than  1,250  wounded  in  the  West  Bank. ",palestine,PASSIVE,jan
2665,UN said earlier Israeli raid in West Bank refugee camp killed 13 people.,2023-10-22, UN  said  earlier  Israeli  raid  in  West  Bank  refugee  camp  killed  13  people. ,palestine,ACTIVE,jan
2665,UN said earlier Israeli raid in West Bank refugee camp killed 13 people.,2023-10-22," Thirteen  people  -  including  five  children  -  were  reportedly  killed  in  the  West  Bank  during  an  Israeli  security  forces  operation  in  the  Nur  Shams  refugee  camp,  according  to  the  UN's  relief  and  works  agency  for  Palestine  refugees  in  the  near  east  (UNRWA). ",palestine,PASSIVE,jan
2665,UN said earlier Israeli raid in West Bank refugee camp killed 13 people.,2023-10-22," In  a  statement  issued  on  Saturday,  UNRWA  said  one  Israeli  soldier  was  also  killed  and  ""scores  of  others  were  injured"". ",israel,PASSIVE,jan
2665,UN said earlier Israeli raid in West Bank refugee camp killed 13 people.,2023-10-22," According  to  UNRWA,  more  than  270  Palestinians  have  been  killed  in  the  West  Bank  so  far  this  tear  -  with  at  least  82  of  those  killings  taking  place  after  Hamas's  attack  in  southern  Israel  on  7  October. ",palestine,PASSIVE,jan
3291,Welcome back.,2023-11-08," More  than  10,300  people  have  been  killed  in  Gaza  according  to  the  Hamas-run  health  ministry  -  including  more  than  4,100  children. ",palestine,PASSIVE,jan
4367,IDF says its forces raid Hamas military base in central Gaza City.,2023-11-09," In  a  statement,  the  IDF  says  that  they  have  killed  or  captured  about  50  Hamas  fighters  during  ""intense  battles""  It  says  that  with  air  support  and  assistance  of  special  forces,  Israeli  forces  raided  the  military  quarter  of  Hamas  in  the  heart  of  Gaza  City,  near  Al-Shifa  Hospital. ",palestine,ACTIVE,jan
2513,If you're just joining us.,2023-11-17, Israel  says  its  security  forces  have  killed  three  gunmen  who  opened  fire  at  a  checkpoint  on  a  road  leading  into  Jerusalem  from  the  West  Bank. ,palestine,ACTIVE,jan
4261,Hamas claims 13 hostages in Gaza killed in air strikes.,2023-10-13, Hamas  claims  13  hostages  in  Gaza  killed  in  air  strikes. ,israel,ACTIVE,jan
4261,Hamas claims 13 hostages in Gaza killed in air strikes.,2023-10-13," At  least  13  Israeli  and  foreign  hostages  held  in  the  Gaza  Strip  have  been  killed  in  Israeli  air  strikes  in  the  past  24  hours,  Hamas’s  armed  wing  says. ",israel,PASSIVE,jan
4261,Hamas claims 13 hostages in Gaza killed in air strikes.,2023-10-13," ""Thirteen  prisoners. . .  including  foreigners""  were  killed  in  five  locations  targeted  by  Israeli  fighter  jets,  the  Izzedine  al-Qassam  Brigades  said  in  a  statement. ",israel,PASSIVE,jan
4352,Ecologist tracks birds of prey to find Israeli dead.,2023-11-09, Ecologist  tracks  birds  of  prey  to  find  Israeli  dead. ,israel,,jan
4352,Ecologist tracks birds of prey to find Israeli dead.,2023-11-09, An  ecologist  is  using  birds  of  prey  to  help  Israel's  army  recover  dead  bodies  at  the  sites  where  Hamas  attacked  on  7  October. ,israel,,jan
1503,Bodies collected after kibbutz massacre.,2023-10-10, That’s  why  only  now  are  they  collecting  the  bodies  of  Israelis  who  were  killed  when  Hamas  broke  through  the  border  wire  from  Gaza. ,israel,ACTIVE,jan
1270,Gaza hospital 'using one month of supplies every day',2023-10-15, He  says  14  doctors  and  13  nurses  that  work  at  Al  Shifa  have  died  so  far  in  Israeli  airstrikes. ,palestine,ACTIVE,jan
1137,What happened during Blinken's visit to Tel Aviv yesterday?,2023-11-04," He  somberly  described  watching  a  video  earlier  today  -  one  that  Israelis  have  shown  to  members  of  the  press,  as  well  -  in  which  a  father  was  killed  with  a  grenade  and  gunfire  in  front  of  his  children,  after  which  a  Hamas  militant  casually  rummaged  through  the  family’s  kitchen. ",israel,PASSIVE,jan
2666,Watch: Piles of rubble after West Bank mosque hit by missile.,2023-10-22," A  local  medic  said  that  two  people  have  died  in  the  incident,  according  to  the  Reuters  news  agency. ",palestine,ACTIVE,jan
1237,'Gaza is running out of life' - UN agency chief.,2023-10-16," Israeli  air  strikes  have  killed  more  than  2,000  people  in  Gaza,  say  Palestinian  officals. ",palestine,ACTIVE,jan
3021,What happened so far today.,2023-10-26," Hamas  said  about  50  hostages  held  by  its  fighters  in  Gaza  have  been  killed  as  a  result  of  Israel  bombarding  the  Strip,  following  Hamas's  attacks  on  7  October. ",israel,PASSIVE,jan
3021,What happened so far today.,2023-10-26," The  Hamas-run  health  ministry  says  at  least  7,000  people  have  been  killed  in  Gaza  since  the  war  started  on  7  October. ",palestine,PASSIVE,jan
1341,300 killed in Gaza on Saturday - Palestinian health ministry.,2023-10-15, 300  killed  in  Gaza  on  Saturday  -  Palestinian  health  ministry. ,palestine,ACTIVE,jan
1341,300 killed in Gaza on Saturday - Palestinian health ministry.,2023-10-15," Some  300  Palestinians  have  been  killed  in  the  Gaza  Strip  in  the  last  24  hours,  according  to  Palestinian  health  ministry  figures  reported  by  Reuters  news  agency. ",palestine,PASSIVE,jan
1341,300 killed in Gaza on Saturday - Palestinian health ministry.,2023-10-15," Those  killed  were  mostly  children  and  women,  the  ministry  said. ",palestine,,jan
4401,Hezbollah warns of regional war if Gaza bombing goes on.,2023-11-09," ""The  danger  is  real,""  he  says,  ""because  Israel  is  increasing  its  aggression  against  civilians  and  killing  more  women  and  children. ",palestine,ACTIVE,jan
3697,The bombs must stop now - Anglican church leader.,2023-10-17," He  says  early  reports  suggest  hundreds  of  women  and  children  have  been  killed,  and  calls  the  act  the  “deliberate  killing  of  vulnerable  civilians”. ",palestine,PASSIVE,jan
